Sentence,Language,Structure,Tense
"He will take the bus to school, but sometimes he will walk if the weather is pleasant because he will enjoy the fresh air.",English,Compound-complex,Future
I can’t believe how thoroughly we clean the house on Sundays!,English,Complex,Present
What a warm blanket kept me cozy!,English,Simple,Past
The baby crawled across the floor.,English,Simple,Past
"সে কি প্রতিদিন রাতের খাবার রান্না করে, নাকি কখনো ক্লান্ত লাগলে সেটা বাদ দেয়?",Bangla,Compound,Present
You will not forget to take your keys.,English,Simple,Future
How skillfully they paint the walls!,English,Simple,Present
তারা পার্কে তাদের কুকুরকে হাঁটায়।,Bangla,Simple,Present
When will the show start?,English,Simple,Future
তারা কেন সেই রেস্টুরেন্ট নির্বাচন করবে?,Bangla,Simple,Future
She opened the gift box slowly.,English,Simple,Past
"যখন কেউ পিক-এ-বু খেলে, তখন মিষ্টি শিশুটি কত হাসে, তাই মজায় যোগ দাও, আর সবাই কী আনন্দময় শব্দ শুনে!",Bangla,Compound-complex,Present
"ঘুমানোর আগে একটি বই পড়ো, এবং তোমার মনকে শিথিল করো।",Bangla,Compound,Present
What a lively puppy barks!,English,Simple,Present
"What a tasty breakfast you make, and how happily everyone eats it!",English,Compound,Present
তুমি তোয়ালে বাথরুমের মেঝেতে ফেলে রাখবে না।,Bangla,Simple,Future
How closely the puppy follows!,English,Simple,Present
The baby slept in her crib.,English,Simple,Past
কনসার্টে সে কত সুন্দর একটি গান গাইবে!,Bangla,Simple,Future
চাঁদ কত উজ্জ্বলভাবে আলো দেবে!,Bangla,Simple,Future
"সে তার হারানো চাবি খুঁজে পেয়েছিল, কিন্তু সেগুলো সোফার নিচে ছিল।",Bangla,Compound,Past
"বৃষ্টি থামার পরে আমরা পার্কে পিকনিক করব, এবং শিশুরা ঝুলনায় খেলবে।",Bangla,Compound-complex,Future
Where did they stay during the trip?,English,Simple,Past
"It gets dark early in winter, so we turn on the lights sooner.",English,Compound,Present
"I repaired my bicycle yesterday, and it rides smoothly now.",English,Compound,Past
We went shopping for groceries before the store closed.,English,Complex,Past
"We walked in the park on Sundays, and we always took our dog with us.",English,Compound,Past
"Help set the table for breakfast, and clean up afterward.",English,Compound,Present
What a delicious dinner we will prepare!,English,Simple,Future
He fixed his bike in the garage after it got a flat tire.,English,Complex,Past
What a deep voice he has!,English,Simple,Present
তারা পারফরম্যান্সের পরে হাততালি দেয় যখন তারা শোটি খুব উপভোগ করে।,Bangla,Complex,Present
Do the kids play video games?,English,Simple,Present
They will celebrate their victory next week.,English,Simple,Future
"সে ছেঁড়া জামাটি ঠিক করেছিল, কারণ সে এটা পার্টিতে পরতে চেয়েছিল।",Bangla,Compound,Past
He will fix the garden fence tomorrow because the dogs keep escaping.,English,Complex,Future
They will watch a soccer game on TV while they eat dinner.,English,Complex,Future
"যদি তার যথেষ্ট সময় থাকে, সে আজ সন্ধ্যায় তার বন্ধুকে কল করবে।",Bangla,Complex,Future
"How loudly the children cheer, even when their team is losing by a wide margin!",English,Complex,Present
"আমরা কি বৃষ্টির দিনে বোর্ড গেম খেলি, না কি সিনেমা দেখি?",Bangla,Compound,Present
তুমি অনুগ্রহ করে ফ্রিজের দরজাটা ঠিকমতো বন্ধ করবে।,Bangla,Simple,Future
What did you watch on TV last night?,English,Simple,Past
তোমার ঘর পরিষ্কার রাখো।,Bangla,Simple,Present
She will read that book tomorrow when she has free time.,English,Complex,Future
পততলে কত শক্তিশালী বাতাস বয়ে যাবে!,Bangla,Simple,Future
What will you bring to the potluck?,English,Simple,Future
তুমি বৃষ্টির দিনে ছাতা নেওয়া ভুলবে না।,Bangla,Simple,Future
"Sit down and pay attention, or you might miss important information.",English,Compound,Present
